  INFO root [2019-05-23 02:01:09,416] - 
 DEBUG root [2019-05-23 05:03:32,082] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//FirstEntity
 DEBUG root [2019-05-23 05:03:32,084] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/FirstEntityBase.cs
 DEBUG root [2019-05-23 05:03:32,095] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallFirstEntityBase.cs
 DEBUG root [2019-05-23 05:03:32,102] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//Scene
 DEBUG root [2019-05-23 05:03:32,103] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SceneBase.cs
 DEBUG root [2019-05-23 05:03:32,112] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSceneBase.cs
 DEBUG root [2019-05-23 05:03:32,119] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//Space
 DEBUG root [2019-05-23 05:03:32,120] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SpaceBase.cs
 DEBUG root [2019-05-23 05:03:32,130] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSpaceBase.cs
 DEBUG root [2019-05-23 05:03:32,136] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//SpaceDuplicate
 DEBUG root [2019-05-23 05:03:32,138] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SpaceDuplicateBase.cs
 DEBUG root [2019-05-23 05:03:32,147] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSpaceDuplicateBase.cs
 DEBUG root [2019-05-23 05:03:32,154] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//Spaces
 DEBUG root [2019-05-23 05:03:32,156] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SpacesBase.cs
 DEBUG root [2019-05-23 05:03:32,165] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSpacesBase.cs
 DEBUG root [2019-05-23 05:03:32,172] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//SpawnPoint
 DEBUG root [2019-05-23 05:03:32,174] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SpawnPointBase.cs
 DEBUG root [2019-05-23 05:03:32,185] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSpawnPointBase.cs
  INFO root [2019-05-23 05:03:32,208] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-23 05:03:32,208] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-23 05:03:32,510] - ThreadPool::destroy(): waiting for thread(2)[0x1dea090,0x1de9fc0,], try=1
 DEBUG root [2019-05-23 05:03:32,912] - TPThread::~TPThread(): 0x1dea090
 DEBUG root [2019-05-23 05:03:32,912] - TPThread::~TPThread(): 0x1de9fc0
 DEBUG root [2019-05-23 05:03:32,912] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-23 05:03:32,929] - Bundle::destroyObjPool(): size 14.
 DEBUG root [2019-05-23 05:03:32,929] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:03:32,930] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:03:32,930] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:03:32,930] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:03:32,930] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:03:32,931] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:03:32,931] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-23 05:03:32,931] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-05-23 05:03:33,933] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-23 05:26:51,516] - 
  INFO root [2019-05-23 05:26:51,517] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-23 05:26:51,517] - Resmgr::initialize: OURO_ROOT=C:/Users/Black/Ouroboros/
  INFO root [2019-05-23 05:26:51,517] - Resmgr::initialize: OURO_RES_PATH=C:/Users/Black/Ouroboros/ouro/res/;C:/Users/Black/Ouroboros/assets/;C:/Users/Black/Ouroboros/assets/scripts/;C:/Users/Black/Ouroboros/assets/res/
  INFO root [2019-05-23 05:26:51,517] - Resmgr::initialize: OURO_BIN_PATH=C:/Users/Black/Ouroboros/ouro/bin/server/
  INFO root [2019-05-23 05:26:51,527] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.27.1 ( 192.168.27.1:6816 )
  INFO root [2019-05-23 05:26:51,527] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.27.1:6816, SOMAXCONN=5.
  INFO root [2019-05-23 05:26:51,531] - ---- tool Version: 2.5.0. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: 22B356D1B7966F21C954CEC7C7F4EFBF. Config: Debug X86. Built: 02:53:01 May 23 2019. AppID: 18446744073709551615. UID: 10103. PID: 58004 ----
  INFO root [2019-05-23 05:26:51,532] - Server Black: Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz with 2097151kB RAM
  INFO root [2019-05-23 05:26:51,532] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-23 05:26:51,533] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-23 05:26:51,744] - Script::install(): is successfully, Python=(3.7.3 (default, May 23 2019, 03:58:29) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-23 05:26:51,744] - Script::install(): OUROxtra is successfully!
 DEBUG root [2019-05-23 05:26:52,800] - ClientSDK::writeServerErrorDescrsModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//ServerErrorDescrs.cs
 DEBUG root [2019-05-23 05:26:52,801] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/ServerErrorDescrs.cs
 DEBUG root [2019-05-23 05:26:52,808] - ClientSDK::writeEngineMessagesModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//Messages.cs
 DEBUG root [2019-05-23 05:26:52,814] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/Messages.cs
 DEBUG root [2019-05-23 05:26:52,826] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/OUROTypes.cs
 DEBUG root [2019-05-23 05:26:52,832] - ClientSDK::writeEntityDefsModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//EntityDef.cs
 DEBUG root [2019-05-23 05:26:52,837] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityDef.cs
 DEBUG root [2019-05-23 05:26:52,853] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/CustomDataTypes.cs
 DEBUG root [2019-05-23 05:26:52,860] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//Account
 DEBUG root [2019-05-23 05:26:52,862] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/AccountBase.cs
 DEBUG root [2019-05-23 05:26:52,873] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallAccountBase.cs
 DEBUG root [2019-05-23 05:26:52,880] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//Avatar
 DEBUG root [2019-05-23 05:26:52,888] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/AvatarBase.cs
 DEBUG root [2019-05-23 05:26:52,900] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallAvatarBase.cs
 DEBUG root [2019-05-23 05:26:52,906] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//FirstEntity
 DEBUG root [2019-05-23 05:26:52,907] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/FirstEntityBase.cs
 DEBUG root [2019-05-23 05:26:52,915] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallFirstEntityBase.cs
 DEBUG root [2019-05-23 05:26:52,920] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//Scene
 DEBUG root [2019-05-23 05:26:52,921] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SceneBase.cs
 DEBUG root [2019-05-23 05:26:52,928] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSceneBase.cs
 DEBUG root [2019-05-23 05:26:52,934] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//Space
 DEBUG root [2019-05-23 05:26:52,935] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SpaceBase.cs
 DEBUG root [2019-05-23 05:26:52,944] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSpaceBase.cs
 DEBUG root [2019-05-23 05:26:52,950] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//SpaceDuplicate
 DEBUG root [2019-05-23 05:26:52,952] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SpaceDuplicateBase.cs
 DEBUG root [2019-05-23 05:26:52,962] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSpaceDuplicateBase.cs
 DEBUG root [2019-05-23 05:26:52,968] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//Spaces
 DEBUG root [2019-05-23 05:26:52,970] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SpacesBase.cs
 DEBUG root [2019-05-23 05:26:52,981] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSpacesBase.cs
 DEBUG root [2019-05-23 05:26:52,988] - ClientSDK::writeEntityModule(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros//SpawnPoint
 DEBUG root [2019-05-23 05:26:52,990] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/SpawnPointBase.cs
 DEBUG root [2019-05-23 05:26:52,999] - ClientSDK::saveFile(): C:\Users\Black\Unity\Ouroboros\Assets\Plugins\Ouroboros/EntityCallSpawnPointBase.cs
  INFO root [2019-05-23 05:26:53,023] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-23 05:26:53,023] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-23 05:26:53,324] - ThreadPool::destroy(): waiting for thread(2)[0x203dcc8,0x203dfa0,], try=1
 DEBUG root [2019-05-23 05:26:53,726] - TPThread::~TPThread(): 0x203dcc8
 DEBUG root [2019-05-23 05:26:53,726] - TPThread::~TPThread(): 0x203dfa0
 DEBUG root [2019-05-23 05:26:53,726] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-23 05:26:53,739] - Bundle::destroyObjPool(): size 14.
 DEBUG root [2019-05-23 05:26:53,740] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:26:53,741] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:26:53,741] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:26:53,741] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:26:53,741] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:26:53,742] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-23 05:26:53,742] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-23 05:26:53,742] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-05-23 05:26:54,745] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-06-08 04:42:56,788] - 
  INFO root [2019-06-08 04:42:56,789] - -----------------------------------------------------------------------------------------


  INFO root [2019-06-08 04:42:56,790] - Resmgr::initialize: OURO_ROOT=C:/Users/Black/Ouroboros/
  INFO root [2019-06-08 04:42:56,790] - Resmgr::initialize: OURO_RES_PATH=C:/Users/Black/Ouroboros/ouro/res/;C:/Users/Black/Ouroboros/assets/;C:/Users/Black/Ouroboros/assets/scripts/;C:/Users/Black/Ouroboros/assets/res/
  INFO root [2019-06-08 04:42:56,791] - Resmgr::initialize: OURO_BIN_PATH=C:/Users/Black/Ouroboros/ouro/bin/server/
  INFO root [2019-06-08 04:42:56,806] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.27.1 ( 192.168.27.1:10506 )
  INFO root [2019-06-08 04:42:56,806] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.27.1:10506, SOMAXCONN=5.
  INFO root [2019-06-08 04:42:56,812] - ---- tool Version: 2.5.0. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: 22B356D1B7966F21C954CEC7C7F4EFBF. Config: Debug X86. Built: 02:53:01 May 23 2019. AppID: 18446744073709551615. UID: 10103. PID: 228 ----
  INFO root [2019-06-08 04:42:56,812] - Server Black: Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz with 2097151kB RAM
  INFO root [2019-06-08 04:42:56,813] - ThreadPool::createThreadPool: creating  threadpool...
